route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,jp_trip_desc,jp_trip_desc_symbol,jp_office_id
dentetsu_1_1092_2_20260314,dentetsu_1_2_20260314,dentetsu_2_201000137_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000107_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000163_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000047_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000086_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000090_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000132_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000048_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000161_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000009_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000114_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000120_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_3_20260314,dentetsu_3_301000004_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000159_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000208_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000085_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000304_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000108_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000221_20260314,蓮台寺入口,,,,,,,1
dentetsu_1_1092_2_20260314,dentetsu_1_4_20260314,dentetsu_4_401000423_20260314,蓮台寺入口,,,,,,,1
